model,mode,samples,realtive time(sec),temperature (Celcius),cpu load(pct),cpu freq(Hz),ram usage(pct),swap usage(pct),voltage,current,power
cnn,train,6000,146.64,68.6,84.5,1500.4,12.9,0.0,5.06,-1.04,5.18
cnn,train,6000,147.25,69.6,82.0,1500.4,12.8,0.0,5.11,-0.88,4.52
cnn,train,6000,147.86,68.1,83.8,1500.4,12.8,0.0,5.11,-1.02,5.21
cnn,train,6000,148.49,69.6,84.4,1500.4,12.7,0.0,5.09,-0.83,4.22
cnn,train,6000,149.13,68.6,84.8,1500.4,12.6,0.0,5.08,-0.98,4.99
cnn,train,6000,149.75,68.6,85.6,1500.4,12.8,0.0,5.07,-1.0,5.11
cnn,train,6000,150.4,68.1,85.5,1500.35,12.8,0.0,5.06,-1.02,5.2
cnn,train,6000,151.04,69.1,86.2,1500.35,12.9,0.0,5.07,-1.08,5.44
cnn,train,6000,151.7,69.1,85.2,1500.35,12.9,0.0,5.05,-1.06,5.39
cnn,train,6000,152.38,68.6,85.0,1500.4,13.0,0.0,5.08,-0.91,4.61
cnn,train,6000,153.05,68.6,84.0,1500.35,12.8,0.0,5.07,-1.02,5.22
cnn,train,6000,153.68,70.1,85.5,1500.4,12.9,0.0,5.06,-1.11,5.61
cnn,train,6000,154.38,69.1,86.5,1500.35,12.7,0.0,5.07,-0.91,4.66
cnn,train,6000,155.03,70.6,84.7,1500.4,13.0,0.0,5.07,-1.12,5.61
cnn,train,6000,155.69,68.6,83.6,1500.4,12.9,0.0,5.05,-1.13,5.7
cnn,train,6000,156.37,69.1,85.4,1500.4,13.0,0.0,5.07,-0.95,4.85
cnn,train,6000,157.03,70.1,82.7,1500.4,12.9,0.0,5.06,-1.02,5.18
cnn,train,6000,157.65,69.6,84.8,1500.35,13.0,0.0,5.04,-0.98,4.95
cnn,train,6000,158.35,68.6,83.6,1500.35,12.8,0.0,5.06,-1.06,5.35
cnn,train,6000,159.0,68.6,85.0,1500.35,12.8,0.0,5.08,-0.92,4.66
cnn,train,6000,159.63,68.1,81.1,1500.4,12.9,0.0,5.09,-0.93,4.72
cnn,train,6000,160.29,69.1,84.6,1500.4,13.0,0.0,5.07,-0.88,5.91
cnn,train,6000,160.95,69.1,81.7,1500.35,12.9,0.0,5.07,-1.11,5.59
cnn,train,6000,161.61,69.6,80.3,1500.4,12.9,0.0,5.06,-1.06,5.35
cnn,train,6000,162.27,69.6,82.2,1500.35,12.9,0.0,5.08,-0.92,5.07
cnn,train,6000,162.94,69.1,82.0,1500.35,12.9,0.0,5.07,-0.85,4.34
cnn,train,6000,163.56,69.1,85.1,1500.35,12.8,0.0,5.08,-0.95,4.85
cnn,train,6000,164.16,70.1,83.2,1500.35,12.6,0.0,5.08,-0.97,4.95
cnn,train,6000,164.8,69.1,86.9,1500.4,12.7,0.0,5.11,-0.92,4.67
cnn,train,6000,165.43,69.6,85.4,1500.35,12.9,0.0,5.07,-0.99,5.03
cnn,train,6000,166.12,69.1,87.7,1500.35,12.7,0.0,5.09,-0.86,4.39
cnn,train,6000,166.76,68.6,84.3,1500.4,13.0,0.0,5.07,-0.96,4.86
cnn,train,6000,167.43,69.6,85.4,1500.35,12.8,0.0,5.07,-0.99,4.94
cnn,train,6000,168.09,70.1,84.8,1500.35,12.9,0.0,5.07,-1.03,5.2
cnn,train,6000,168.75,69.6,86.1,1500.35,12.9,0.0,5.08,-0.99,5.03
cnn,train,6000,169.41,69.6,83.3,1500.4,12.8,0.0,5.06,-1.02,5.2
cnn,train,6000,170.08,69.1,82.2,1500.35,12.8,0.0,5.1,-0.85,4.31
cnn,train,6000,170.7,70.1,85.9,1500.4,13.0,0.0,5.05,-0.98,4.97
cnn,train,6000,171.33,68.6,84.1,1500.4,12.9,0.0,5.05,-1.02,5.18
